index_content,word,nature,index_word
2940,第一印象,l,0
2940,深刻,d,1
2940,城堡,ns,2
2940,建筑,n,3
2940,特色,n,4
2940,热情,n,5
2940,服务,vn,6
2940,加,v,7
2940,美味可口,i,8
2940,餐饮,n,9
2940,分,v,10
2940,距离,n,11
2940,机场,n,12
2940,高铁,n,13
2940,站,v,14
2940,距离,n,15
2940,交通,n,16
2940,服务,vn,17
2940,印象,n,18
2940,深刻,d,19
2940,林先生,nr,20
2940,服务,vn,21
2940,令,v,22
2940,宾至如归,i,23
2940,赶脚,v,24
2940,玫瑰,n,25
2940,七夕,t,26
2940,入住,v,27
2940,客人,n,28
2940,建议,n,29
2940,提早,v,30
2940,预定,v,31
2940,舒适,a,32
2940,床上用品,n,33
2940,令,v,34
2940,续,v,35
2940,住,v,36
2940,完美,a,37
2942,环境,n,0
2942,泗,j,1
2942,玲,nr,2
2942,服务,vn,3
2942,五星,nz,4
2942,好评,v,5
2943,小梁,nr,0
2943,服务,vn,1
2943,环境,n,2
2943,不错,a,3
2944,环境,n,0
2944,不错,a,1
2944,小马,n,2
2944,小梁,nr,3
2944,服务,vn,4
2944,一流,n,5
2945,环境,n,0
2945,不错,a,1
2945,服务,vn,2
2946,挺好,a,0
2946,愉快,a,1
2946,时光,n,2
2946,飞快,v,3
2947,服务,vn,0
2947,热情周到,l,1
2948,环境,n,0
2948,配套,a,1
2948,服务,vn,2
2948,很棒,a,3
2949,慧,ng,0
2949,用心,n,1
2949,很棒,a,2
2951,跨,v,0
2951,年,m,1
2951,客服,n,2
2951,小姐姐,nr,3
2951,态度,n,4
2951,还给,v,5
2951,免费,vn,6
2951,升级,vn,7
2951,温泉,nr,8
2951,套房,n,9
2951,环境,n,10
2951,不错,a,11
2952,覃丽梅,nr,0
2952,服務,vn,1
2952,幫,v,2
2952,餐厅,n,3
2953,交通,n,0
2953,便利,a,1
2953,服务,vn,2
2953,不错,a,3
2953,玩,v,4
2953,开心,v,5
2954,第一次,m,0
2954,这家,r,1
2954,订,v,2
2954,豪华,a,3
2954,池畔,n,4
2954,房,n,5
2954,冬天,t,6
2954,想,v,7
2954,泡温泉,nz,8
2954,补,v,9
2954,差价,n,10
2954,升级,vn,11
2954,温泉,nr,12
2954,房,n,13
2954,房间,n,14
2954,真的,d,15
2954,想象,n,16
2954,中,f,17
2954,温泉,nr,18
2954,房带,n,19
2954,独立,v,20
2954,泡池,n,21
2954,室外,s,22
2954,温泉,nr,23
2954,泡池,n,24
2954,总体,n,25
2954,体验,n,26
2954,真的,d,27
2954,很棒,a,28
2954,特别感谢,i,29
2954,丽梅,nr,30
2954,管家,n,31
2954,式,k,32
2954,服务,vn,33
2954,下次,t,34
2956,温泉,nr,0
2956,区域,n,1
2956,赞,v,2
2957,环境,n,0
2957,服务,vn,1
2959,段时间,nr,0
2959,开心,v,1
2959,号,m,2
2959,住,v,3
2959,几天,m,4
2959,前,f,5
2959,几天,m,6
2959,特别,d,7
2959,昨天,t,8
2959,号,m,9
2959,吃,v,10
2959,下午茶,n,11
2959,打电话,l,12
2959,问好,v,13
2959,餐饮,n,14
2959,下午茶,n,15
2959,时间,n,16
2959,点,m,17
2959,结束,v,18
2959,点,m,19
2959,楼下,s,20
2959,餐厅,n,21
2959,喝,vg,22
2959,下午茶,n,23
2959,服务员,n,24
2959,室内,s,25
2959,预定,v,26
2959,坐,v,27
2959,外面,f,28
2959,刚刚,d,29
2959,坐下,v,30
2959,点,m,31
2959,餐,n,32
2959,服务员,n,33
2959,告诉,v,34
2959,房间,n,35
2959,的券,n,36
2959,楼上,s,37
2959,大厅,n,38
2959,浪费,n,39
2959,上楼,ns,40
2959,大厅,n,41
2959,服务员,n,42
2959,告诉,v,43
2959,券,n,44
2959,过期,t,45
2959,核实,n,46
2959,申请,v,47
2959,很久很久,m,48
2959,跑过来,l,49
2959,讲,v,50
2959,师傅,nr,51
2959,下班,v,52
2959,吃,v,53
2959,不到,v,54
2959,生气,n,55
2959,经理,n,56
2959,号,m,57
2959,早上,t,58
2959,经理,n,59
2959,主动,b,60
2959,早餐,n,61
2959,送到,v,62
2959,房间,n,63
2959,里,f,64
2959,摆好,v,65
2959,盘,q,66
2959,总体,n,67
2959,再来,v,68
2960,早餐,n,0
2960,不错,a,1
2960,服务,vn,2
2960,热情,n,3
2961,温泉,nr,0
2961,服务,vn,1
2961,下次,t,2
2964,早餐,n,0
2964,服务,vn,1
2964,人员,n,2
2964,热情,n,3
2964,房间内,n,4
2964,送,v,5
2964,水果,n,6
2964,玩偶,n,7
2966,不错,a,0
2966,体验,n,1
2969,环境优美,n,0
2969,套房,n,1
2969,温泉,nr,2
2970,適合,v,0
2970,帶,v,1
2970,小朋友,n,2
2970,來,zg,3
2971,东莞,ns,0
2971,山区,ns,1
2971,片,q,2
2971,星级,n,3
2971,高速,d,4
2971,路口,s,5
2971,交通,n,6
2971,地理位置,n,7
2971,傍,v,8
2971,山,n,9
2971,面水,n,10
2971,花园,n,11
2971,面积,n,12
2971,环境,n,13
2971,幽静,a,14
2971,设施,n,15
2971,齐全,nr,16
2971,东莞,ns,17
2971,唯一,b,18
2971,温泉,nr,19
2972,服务,vn,0
2972,不错,a,1
2972,房间,n,2
2972,很漂亮,n,3
2972,下次,t,4
2973,服务,vn,0
2974,很大,a,0
2974,环境优美,n,1
2974,帮忙,v,2
2974,延迟,v,3
2974,退房,v,4
2974,体验,n,5
2974,不错,a,6
2974,下次,t,7
2975,三个,m,0
2975,女人,n,1
2975,娃,n,2
2975,聚会,n,3
2975,看重,v,4
2975,亲子,n,5
2975,类型,n,6
2975,温泉,nr,7
2975,区,n,8
2975,服务,vn,9
2975,吃食,v,10
2975,品种,n,11
2975,满意,v,12
2975,工作人员,n,13
2975,热情,n,14
2975,年前,t,15
2977,环境,n,0
2977,温泉,nr,1
2977,不错,a,2
2978,温泉,nr,0
2978,不错,a,1
2980,免费,vn,0
2980,停车,v,1
2980,两公里,m,2
2980,有大,a,3
2980,商场,n,4
2980,餐厅,n,5
2980,电影,n,6
2980,不错,a,7
2980,休闲,v,8
2980,度假地,i,9
2981,环境,n,0
2981,很棒,a,1
2981,服务,vn,2
2981,贴心,v,3
2981,休闲,v,4
2981,推荐,v,5
2982,总体,n,0
2982,体验,n,1
2982,不错,a,2
2982,夏天,t,3
2982,想来,v,4
2982,体验,n,5
2982,房间,n,6
2982,外面,f,7
2982,游泳池,n,8
2983,环境,n,0
2983,服务,vn,1
2983,很棒,a,2
2983,下次,t,3
2984,温泉,nr,0
2984,很棒,a,1
2985,环境,n,0
2985,不错,a,1
2985,温泉,nr,2
2985,体验,n,3
2986,很大,a,0
2986,服务,vn,1
2986,秩序,n,2
2986,加,v,3
2986,管家,n,4
2986,微信,vn,5
2986,疑问,v,6
2986,解答,v,7
2986,态度,n,8
2986,自助餐,v,9
2986,品质,n,10
2986,高,a,11
2986,温泉,nr,12
2986,区,n,13
2986,毛巾,nr,14
2986,供应,vn,15
2986,不上,d,16
2987,服务,vn,0
2987,特别,d,1
2987,经理,n,2
2987,无微不至,i,3
2987,温泉,nr,4
2987,很棒,a,5
2987,小朋友,n,6
2987,太,d,7
2987,喜欢,v,8
2987,休假,v,9
2987,亲子,n,10
2987,推荐,v,11
2987,福,n,12
2987,农庄,n,13
2987,吃饭,v,14
2987,非常感谢,i,15
2987,总,n,16
2988,环境,n,0
2988,不错,a,1
2988,餐厅,n,2
2988,早点,d,3
2988,爆满,v,4
2988,农庄,n,5
2988,吃,v,6
2988,野味,n,7
2988,早餐,n,8
2988,客服,n,9
2988,工作人员,n,10
2988,全程,n,11
2988,贴心,v,12
2988,提醒,v,13
2988,服务,vn,14
2989,管理人员,n,0
2989,熱情,n,1
2989,下午,t,2
2989,三点,m,3
2989,入住,v,4
2989,因应,n,5
2989,情况,n,6
2989,提前,v,7
2989,安排,v,8
2989,办理,n,9
2989,入住,v,10
2989,高效,a,11
2989,赞赞,v,12
2989,赞,v,13
2990,环境,n,0
2990,不错,a,1
2991,不错,a,0
2991,环境,n,1
2992,相隔,v,0
2992,年,m,1
2992,大学,n,2
2992,同学聚会,n,3
2992,温泉,nr,4
2992,留下,v,5
2992,美好,a,6
2992,回忆,v,7
2992,特别感谢,i,8
2992,饶,v,9
2992,经理,n,10
2992,和玉婷,nr,11
2992,详细,ad,12
2992,介绍,v,13
2992,热情,n,14
2992,服务,vn,15
2992,体验,n,16
2992,行程,n,17
2992,体验,n,18
2992,温泉,nr,19
2992,家人,n,20
2992,好好,d,21
2992,体验,n,22
2993,太多人,nrt,0
2994,温泉,nr,0
2995,环境优美,n,0
2995,值得,v,1
2995,游玩,n,2
2996,很好,a,0
2996,订,v,1
2996,湖,ns,2
2996,景房,n,3
2996,温泉,nr,4
2996,干净,a,5
2996,服务,vn,6
2996,特别,d,7
2996,小姐姐,nr,8
2996,送水,v,9
2996,温泉,nr,10
2996,区,n,11
2996,浴巾,n,12
2996,担心,v,13
2996,湿,a,14
2996,得换,v,15
2996,热情,n,16
2996,体验,n,17
2996,一级,m,18
2996,棒,a,19
2996,节假日,t,20
2996,吃,v,21
2996,早餐,n,22
2996,太多人,nrt,23
2996,妨碍,v,24
2996,做出,v,25
2996,味道,n,26
2996,食材,n,27
2996,新鲜,ns,28
2996,挺不错,i,29
2996,哒,zg,30
2996,下次,t,31
2996,出游,vn,32
2996,选择,v,33
2996,深圳,ns,34
2996,推荐,v,35
2996,推荐,v,36
2997,不错,a,0
2997,体验,n,1
2998,面积,n,0
2999,忘记,v,0
2999,充电器,n,1
2999,服务员,n,2
2999,送过来,l,3
2999,房间,n,4
2999,超赞,v,5
3000,挺不错,i,0
3000,房间,n,1
3000,户外,s,2
3000,温泉,nr,3
3001,环境,n,0
3001,服务,vn,1
3003,太精彩,nr,0
3004,环境,n,0
3004,房间,n,1
3004,卫生,an,2
3004,干净,a,3
3004,服务,vn,4
3004,适合,v,5
3004,家庭,n,6
3004,出游,vn,7
3004,深圳,ns,8
3004,温泉,nr,9
3004,休闲,v,10
3004,推荐,v,11
3004,设有,v,12
3004,免费电,n,13
3004,频车,n,14
3004,环境优美,n,15
3004,走走,v,16
3004,舒服,a,17
3004,好评,v,18
3005,环境,n,0
3005,位置,v,1
3005,不愧为,v,2
3005,东莞,ns,3
3005,第一,m,4
3005,泉,ns,5
3006,适合,v,0
3006,一家人,n,1
3006,出游,vn,2
3006,环境,n,3
3006,温泉,nr,4
3006,不错,a,5
3006,整体,n,6
3006,满意,v,7
3007,温泉,nr,0
3007,不错,a,1
3007,深圳,ns,2
3007,适合,v,3
3007,小孩,n,4
3007,一家,m,5
3007,出游,vn,6
3008,环湖,n,0
3008,风景,n,1
3008,软硬件,l,2
3008,不错,a,3
3008,温泉,nr,4
3008,区离,n,5
3008,房间,n,6
3008,选择,v,7
3008,温泉,nr,8
3008,池,nr,9
3008,服务周到,i,10
3008,细致,a,11
3008,值得,v,12
3008,推荐,v,13
3009,整体,n,0
3010,环境,n,0
3010,不错,a,1
3011,小孩子,n,0
3011,喜欢,v,1
3012,环境,n,0
3012,一流,n,1
3012,设施,n,2
3012,完善,v,3
3013,房间,n,0
3013,温馨,nr,1
3013,水果,n,2
3013,提供,v,3
3013,小姐姐,nr,4
3013,贴心,v,5
3013,送,v,6
3013,一张,m,7
3013,温泉,nr,8
3013,小朋友,n,9
3013,玩,v,10
3013,开心,v,11
3014,环境,n,0
3014,特别,d,1
3014,干净,a,2
3014,卫生,an,3
3014,服务态度,n,4
3014,推荐,v,5
3014,指数,n,6
3014,五星,nz,7
3015,房间内,n,0
3015,温泉,nr,1
3016,第一次,m,0
3016,嘗試,v,1
3016,做,v,2
3016,三次,m,3
3016,先,d,4
3016,入到,v,5
3016,房,n,6
3016,服務,vn,7
3016,人員,n,8
3016,係,yg,9
3016,個,q,10
3016,問,v,11
3016,題,v,12
3016,浸溫,v,13
3016,泉果,n,14
3016,陣,ng,15
3016,好好,d,16
3016,服侍,v,17
3016,值得,v,18
3016,自助餐,v,19
3016,食,n,20
3016,款式,n,21
3017,不错,a,0
3017,体验,n,1
3018,设施,n,0
3018,旧,a,1
3018,服务,vn,2
3018,意识,n,3
3018,强,a,4
3019,住,v,0
3019,舒服,a,1
3019,环境空气,n,2
3020,小朋友,n,0
3020,喜欢,v,1
3020,不肯,v,2
3020,离开,v,3
3021,环境,n,0
3021,幽静,a,1
3021,雅致,a,2
3021,早餐,n,3
3021,品种,n,4
3021,味道,n,5
3023,房间,n,0
3023,新,a,1
3023,环境,n,2
3023,不错,a,3
3023,重点,n,4
3023,浴室,n,5
3023,铺,v,6
3023,地暖,n,7
3023,超,v,8
3023,舒服,a,9
3023,下次,t,10
3024,位置,v,0
3024,早餐,n,1
3024,棒,zg,2
3025,环境,n,0
3025,满意,v,1
3026,太,d,0
3026,旅行团,n,1
3026,三点,m,2
3026,后才,t,3
3026,入住,v,4
3027,孩子,n,0
3027,玩,v,1
3027,开心,v,2
3028,管家,n,0
3028,式,k,1
3028,服务,vn,2
3028,超级,b,3
3028,贴心,v,4
3028,完美,a,5
3028,出行,v,6
3029,服务,vn,0
3029,谢谢,nr,1
3029,亚亚,ns,2
3029,帮忙,v,3
3029,温泉,nr,4
3029,超级,b,5
3029,棒,zg,6
3029,适合,v,7
3029,家庭,n,8
3029,度假,v,9
3030,住,v,0
3030,舒服,a,1
3030,泡温泉,nz,2
3031,满意,v,0
3031,感谢,v,1
3031,亚亚,ns,2
3031,美女,n,3
3031,热心,n,4
3031,温泉,nr,5
3031,很棒,a,6
3031,各式各样,l,7
3031,泡池,n,8
3031,深圳,ns,9
3031,太,d,10
3031,再也,d,11
3031,不用,v,12
3031,驱车,n,13
3031,数百公里,m,14
3031,泡温泉,nz,15
3032,自成,v,0
3032,一角,m,1
3032,帮,v,2
3032,脱离,v,3
3032,繁忙,a,4
3032,生活,vn,5
3032,休閒,vn,6
3032,城方,n,7
3032,冬天,t,8
3032,泳池,n,9
3032,开放,v,10
3032,尝,v,11
3032,温泉,nr,12
3032,乐事,n,13
3032,下次,t,14
3032,夏天,t,15
3032,走,v,16
3032,走,v,17
3033,棒,a,0
3033,体验,n,1
3033,环境优美,n,2
3033,服务,vn,3
3033,贴心,v,4
3033,设施,n,5
3033,齐全,nr,6
3033,宾客,nr,7
3033,服务部,n,8
3033,亚亚,ns,9
3033,点,m,10
3033,赞,v,11
3034,服务,vn,0
3034,人性化,n,1
3034,超,v,2
3034,五星级,b,3
3034,水准,n,4
3034,特别感谢,i,5
3034,宾客,nr,6
3034,服务部,n,7
3034,游玩,n,8
3034,设施,n,9
3034,齐全,nr,10
3034,孩子,n,11
3034,回家,n,12
3035,组团,n,0
3035,出行,v,1
3035,玩,v,2
3035,开心,v,3
3035,非常感谢,i,4
3035,宾客,nr,5
3035,服务部,n,6
3035,亚亚,ns,7
3035,入住,v,8
3035,退房,v,9
3035,全程,n,10
3035,管家,n,11
3035,式,k,12
3035,服务,vn,13
3035,下次,t,14
3035,再约,d,15
3036,家庭,n,0
3036,出游,vn,1
3036,停车,v,2
3036,跑,v,3
3036,太,d,4
3036,远,a,5
3036,挺好,a,6
3036,环境,n,7
3036,很漂亮,n,8
3036,自助餐,v,9
3036,电瓶车,n,10
3038,不错,a,0
3038,值得,v,1
3038,小孩,n,2
3038,离开,v,3
3038,时,n,4
3038,忘记,v,5
3038,小孩,n,6
3038,衣服,n,7
3038,多谢,nrt,8
3038,饶,v,9
3038,经理,n,10
3038,帮忙,v,11
3039,酒店服,n,0
3039,務員,n,1
3039,態度,n,2
3039,表現,v,3
3039,很好,a,4
3039,服務,vn,5
3039,殷勤,nr,6
3039,提升,v,7
3039,個別,n,8
3039,房間,n,9
3040,挺不错,i,0
3040,空气,n,1
3040,交通,n,2
3040,高速,d,3
3040,旁边,f,4
3040,深圳,ns,5
3040,小时,n,6
3040,小朋友,n,7
3040,温泉,nr,8
3040,池,nr,9
3040,玩,v,10
3040,嗨,e,11
3040,感谢,v,12
3040,热情,n,13
3041,空气,n,0
3041,温泉,nr,1
3041,自驾,v,2
3041,高速,d,3
3041,订,v,4
3041,亲,n,5
3041,水房,n,6
3041,温泉,nr,7
3041,夏天,t,8
3041,订,v,9
3041,一楼,n,10
3041,池畔,n,11
3041,房,n,12
3041,阳台,n,13
3041,通,v,14
3041,泳池,n,15
3042,特别,d,0
3042,适合,v,1
3042,孩子,n,2
3042,夏天,t,3
3042,游泳,vn,4
3042,玩水,n,5
3042,冬天,t,6
3042,泡温泉,nz,7
3042,超级,b,8
3042,棒,zg,9
3042,环境,n,10
3042,服务,vn,11
3042,超级,b,12
3042,选错,v,13
3043,早晨,t,0
3043,种类,n,1
3043,提高,v,2
3044,环境,n,0
3044,服务,vn,1
3044,喜欢,v,2
3045,服务周到,i,0
3045,娱乐,vn,1
3045,项目,n,2
3045,停车,v,3
3045,免费,vn,4
3045,价格,n,5
3045,实惠,vn,6
3046,服務,vn,0
3046,環境,n,1
3047,儿童,n,0
3047,温泉,nr,1
3047,主题,n,2
3047,房,n,3
3047,超级,b,4
3047,棒,zg,5
3048,酒店设施,n,0
3048,工作人员,n,1
3048,服务态度,n,2
3049,酒店设施,n,0
3049,不错,a,1
3049,踩,zg,2
3049,单车,n,3
3049,划船,v,4
3049,儿童,n,5
3049,游乐场,n,6
3049,适合,v,7
3049,一家,m,8
3049,老老少少,nr,9
3049,出游,vn,10
3049,廖,nr,11
3049,小姐,nr,12
3049,胡小姐,nr,13
3049,细心,n,14
3049,点,m,15
3049,赞,v,16
3050,早餐,n,0
3050,丰盛,a,1
3050,设施,n,2
3050,齐全,nr,3
3050,非常适合,i,4
3050,亲子,n,5
3050,游,v,6
3050,登记,v,7
3050,入住,v,8
3050,时,n,9
3050,廖,nr,10
3050,小姐,nr,11
3050,胡小姐,nr,12
3050,贴心,v,13
3050,服务态度,n,14
3051,棒,a,0
3051,温泉,nr,1
3051,舒服,a,2
3051,机会,n,3
3051,爸爸妈妈,nr,4
3051,适合,v,5
3051,家庭,n,6
3051,出游,vn,7
3052,环境优美,n,0
3052,孩子,n,1
3052,玩,v,2
3052,湖边,s,3
3052,小路,n,4
3052,走走,v,5
3052,不错,a,6
3052,补,v,7
3052,房,n,8
3052,差订,v,9
3052,亲,n,10
3052,子房,n,11
3052,孩子,n,12
3052,喜欢,v,13
3052,玩,v,14
3052,开心,v,15
3053,位置,v,0
3053,深圳,ns,1
3053,环境,n,2
3053,服务,vn,3
3053,人员素质,n,4
3053,高,a,5
3053,贴心,v,6
3053,服务,vn,7
3053,非常适合,i,8
3053,家庭,n,9
3053,出游,vn,10
3054,早餐,n,0
3054,不错,a,1
3057,父母,n,0
3057,孩子,n,1
3057,入住,v,2
3057,一家,m,3
3057,老少,r,4
3057,满意,v,5
3057,办理,n,6
3057,入住,v,7
3057,遇见,v,8
3057,客户经理,n,9
3057,胡闯,nr,10
3057,小朋友,n,11
3057,过生日,t,12
3057,送,v,13
3057,蛋糕,n,14
3057,送,v,15
3057,一张,m,16
3057,儿童乐园,n,17
3057,券,n,18
3057,帮,v,19
3057,升级,vn,20
3057,房间,n,21
3057,入住,v,22
3057,期间,f,23
3057,贴心,v,24
3057,微信,v,25
3057,沟通,v,26
3057,非常感谢,i,27
3057,环境,n,28
3057,设施,n,29
3057,餐饮,n,30
3057,挺好,a,31
3057,适合,v,32
3057,老人,n,33
3057,孩子,n,34
3057,来住,v,35
3057,一两天,m,36
3057,孩子,n,37
3057,约,d,38
3057,夏天,t,39
3057,玩水,n,40
3057,期待,v,41
3057,入住,v,42
3058,温泉,nr,0
3058,温泉,nr,1
3058,确实,ad,2
3058,名不虚传,i,3
3058,小朋友,n,4
3058,玩,v,5
3058,开心,v,6
3058,餐饮,n,7
3058,服务,vn,8
3058,棒,zg,9
3058,新年,t,10
3058,期间,f,11
3058,美发,nz,12
3058,服务,vn,13
3058,停业,v,14
3058,真心,d,15
3058,客户,n,16
3058,细节,n,17
3059,服务,vn,0
3059,到位,v,1
3059,不错,a,2
3061,住房,n,0
3061,衣柜,n,1
3061,里,f,2
3061,感应,v,3
3061,灯,n,4
3061,秒,m,5
3061,开关,v,6
3061,白天,t,7
3061,察觉,v,8
3061,晚上,t,9
3061,入睡,v,10
3061,感受,v,11
3061,明暗,a,12
3061,声音,n,13
3061,忍,v,14
3061,孩子,n,15
3061,睡,v,16
3061,仔细,ad,17
3061,找,v,18
3061,发现,v,19
3061,原因,n,20
3061,没叫,v,21
3061,维修,v,22
3061,维修,v,23
3061,吵,v,24
3061,孩子,n,25
3061,睡觉,v,26
3061,拿掉,v,27
3061,门禁,v,28
3061,钥匙,n,29
3061,全屋,n,30
3061,没电睡,v,31
3061,想,v,32
3061,晚上,t,33
3061,手机,n,34
3061,充电,v,35
3061,不行,v,36
3061,图片,n,37
3061,儿童房,n,38
3061,帐篷,n,39
3061,儿童房,n,40
3061,旁边,f,41
3061,区域,n,42
3061,玩具,n,43
3061,孩子,n,44
3061,玩,v,45
3061,电力,n,46
3061,电池,n,47
3061,摆出来,v,48
3061,卫生间,n,49
3061,浴缸,n,50
3061,接好,v,51
3061,水,n,52
3061,多久,m,53
3061,漏掉,v,54
3061,一大部分,m,55
3061,无力,n,56
3061,吐,v,57
3061,槽,ng,58
3061,入住,v,59
3061,时拍,n,60
3061,队,n,61
3061,最终,d,62
3061,点,m,63
3061,入住,v,64
3061,第二天,m,65
3061,早餐,n,66
3061,巨多,a,67
3061,体验,n,68
3061,感差,n,69
3062,朋友,n,0
3062,墙裂,n,1
3062,推荐,v,2
3062,环境,n,3
3062,赞,v,4
3062,服务,vn,5
3062,用心,n,6
3062,入住,v,7
3062,赠送,v,8
3062,水果,n,9
3062,牛奶,n,10
3062,公仔,n,11
3062,孩子,n,12
3062,去过,vq,13
3062,直,d,14
3062,夸赞,nrt,15
3062,温泉,nr,16
3062,池,nr,17
3062,无边,d,18
3062,泳池,n,19
3062,孩子,n,20
3062,玩,v,21
3062,开心,v,22
3062,夏天,t,23
3062,更好,d,24
3062,早餐,n,25
3062,丰盛,a,26
3062,射击,vn,27
3062,体验,n,28
3062,儿童,n,29
3062,世界,n,30
3062,停车,v,31
3062,经理,n,32
3062,亚亚,ns,33
3062,服务,vn,34
3062,贴心,v,35
3062,下次,t,36
3063,环境优美,n,0
3063,地理位置,n,1
3063,优越,a,2
3064,住,v,0
3064,舒服,a,1
3064,自助,v,2
3064,早餐,n,3
3064,不错,a,4
3064,温泉,nr,5
3064,很棒,a,6
3064,很旺,a,7
3064,太,d,8
3064,拥挤,v,9
3064,恒温,nz,10
3064,泳池,n,11
3065,不错,a,0
3065,下次,t,1
3065,房间,n,2
3065,卫生间,n,3
3065,干净,a,4
3065,舒服,a,5
3065,温泉,nr,6
3065,不错,a,7
3065,恒温,nz,8
3065,泳池,n,9
3065,太棒了,nr,10
3065,水,n,11
3065,清澈,a,12
3065,开,v,13
3065,电瓶车,n,14
3065,小哥,n,15
3065,温和,a,16
3065,友善,a,17
3068,不错,a,0
3068,值得,v,1
3068,入住,v,2
3068,唯一,b,3
3068,办,v,4
3068,入住,v,5
3068,太多人,nrt,6
3069,槽,ng,0
3069,点,q,1
3069,值得,v,2
3069,推荐,v,3
3069,提,v,4
3069,点,m,5
3069,意见,n,6
3069,温泉,nr,7
3069,开,v,8
3069,晚上,t,9
3069,点,m,10
3069,点,m,11
3069,沙滩,nr,12
3069,区,n,13
3069,女宾,n,14
3069,更衣室,n,15
3069,服务员,n,16
3069,催,v,17
3069,快点,d,18
3069,换衣服,nz,19
3069,走,v,20
3069,黑脸,n,21
3069,情况,n,22
3069,理解,v,23
3069,服务员,n,24
3069,下班,v,25
3069,心情,n,26
3069,体谅,v,27
3069,老人家,n,28
3069,动作,n,29
3069,慢,a,30
3069,没到,v,31
3069,点,m,32
3070,环境,n,0
3070,不错,a,1
3070,温泉,nr,2
3070,池,ng,3
3070,儿童房,n,4
3070,小朋友,n,5
3070,喜欢,v,6
3071,棒,zg,0
3071,温泉,nr,1
3071,区,n,2
3071,很大,a,3
3071,温泉,nr,4
3071,池,nr,5
3071,夏天,t,6
3071,水上,s,7
3071,游戏,n,8
3071,项目,n,9
3071,儿童,n,10
3071,主题,n,11
3071,房,n,12
3071,小孩,n,13
3071,特别,d,14
3071,喜欢,v,15
3071,特别,d,16
3071,适合,v,17
3071,亲子,n,18
3071,出行,v,19
3071,小孩,n,20
3071,舍不得,v,21
3071,走,v,22
3071,下次,t,23
3071,想来,v,24
3072,环湖,n,0
3072,位置,v,1
3072,不错,a,2
3072,高速,d,3
3072,出口,vn,4
3072,森林公园,n,5
3072,不远,d,6
3072,温泉,nr,7
3072,登山,ns,8
3072,游湖,n,9
3072,好去处,l,10
3072,订,v,11
3072,两间,f,12
3072,湖,ns,13
3072,景房,n,14
3072,感谢,v,15
3072,亚亚,ns,16
3072,免费,vn,17
3072,升级,vn,18
3072,一间,m,19
3072,套房,n,20
3072,打开门,l,21
3072,相邻,v,22
3072,两间,f,23
3072,正好,a,24
3072,两房一厅,n,25
3072,舒适,a,26
3072,实用,v,27
3072,窗外,s,28
3072,满眼,d,29
3072,绿色,n,30
3072,养眼,n,31
3072,送,v,32
3072,射击,vn,33
3072,玩具车,n,34
3072,孩子,n,35
3072,玩,v,36
3072,尽兴,d,37
3072,早餐,n,38
3072,不错,a,39
3072,种类,n,40
3072,不算,v,41
3072,太,d,42
3072,房间,n,43
3072,备有,v,44
3072,茶,n,45
3072,咖啡机,n,46
3072,小杯,n,47
3072,牛奶,n,48
3072,配,v,49
3072,更好,d,50
3072,值得,v,51
3073,不错,a,0
3073,家人,n,1
3073,全家,n,2
3073,满意,v,3
3074,真心,d,0
3074,推荐,v,1
3074,度假区,n,2
3074,很大,a,3
3074,环境,n,4
3074,安静,nr,5
3074,温泉,nr,6
3074,真,d,7
3074,温泉,nr,8
3074,地下,s,9
3074,米,q,10
3074,温泉,nr,11
3074,池,nr,12
3074,各种类型,l,13
3074,蒸干,n,14
3074,房,n,15
3074,游泳池,n,16
3074,儿童乐园,n,17
3074,小鱼,n,18
3074,咬,v,19
3074,脚,n,20
3074,足足,v,21
3074,玩,v,22
3074,两天,m,23
3074,下次,t,24
3075,短期,b,0
3075,假期,t,1
3075,遛,v,2
3075,娃,ng,3
3075,最佳,z,4
3075,去处,v,5
3075,管理,vn,6
3075,服务设施,n,7
3075,餐饮,n,8
3075,娱乐,vn,9
3075,新增,v,10
3075,温泉,nr,11
3075,花样,n,12
3075,有意思,l,13
3075,孩子,n,14
3075,吵,v,15
3075,泡温泉,nz,16
3075,泡,v,17
3075,三次,m,18
3075,哈哈哈,o,19
3076,过年,t,0
3076,期间,f,1
3076,服务质量,n,2
3076,下降,v,3
3076,小朋友,n,4
3076,优待,v,5
3076,温泉,nr,6
3076,总类,n,7
3076,早餐,n,8
3076,床,n,9
3076,太小,n,10
3077,很好,d,0
3077,很好,a,1
3077,服务,vn,2
3077,环境,n,3
3077,温泉,nr,4
3077,不错,a,5
3077,下次,t,6
3077,回来,v,7
3077,早餐,n,8
3077,不错,a,9
3077,适合,v,10
3077,宝贝,nr,11
3078,深圳,ns,0
3078,分钟,q,1
3078,适合,v,2
3078,小孩,n,3
3078,玩,v,4
3078,停车场,n,5
3078,分散,v,6
3078,电瓶车,n,7
3078,早餐,n,8
3078,贴心,v,9
3078,点钟,q,10
3078,吃,v,11
3079,不错,a,0
3079,选择,v,1
3079,温泉,nr,2
3079,温度,n,3
3079,度,zg,4
3079,干净,a,5
3079,鲜榨,v,6
3079,果汁,n,7
3079,送,v,8
3079,电瓶车,n,9
3079,接送,v,10
3079,服务,vn,11
3079,热情周到,l,12
3079,感谢,v,13
3079,亚亚,ns,14
3079,关照,p,15
3080,临近,v,0
3080,春节,t,1
3080,游客,n,2
3080,服务,vn,3
3080,不错,a,4
